gene_key,dossier_id,gene_id,gene_name,protein_accession,start_bp,end_bp,strand,predicted_function_raw,demonstrated_function_raw,perturbation_raw,phenotype_raw,source_ids,note,source_row
M4-FUNG-0025:G004,M4-FUNG-0025,G004,hpm4,ACD39754.1,11933.0,13537.0,+,hypothetical protein,unknown,NR,NR,S001; S003,No convincing functional assignment in defining work.,107
M4-FUNG-0025:G005,M4-FUNG-0025,G005,hpm5,ACD39755.1,15238.0,16789.0,+,O-methyltransferase,4-O-methylation of hypothemycin/RAL intermediates,native disruption in DSM11932 + purified enzyme + heterologous expression,disruption shifts product toward 4-O-desmethylhypothemycin; purified enzyme methylates multiple unmethylated RALs,S001; S003,"Direct native genetics is from DSM11932/BGC0000077, not DSM11931.",108
M4-FUNG-0025:G006,M4-FUNG-0025,G006,hpm6,ACD39756.1,17948.0,19711.0,+,major facilitator superfamily transporter,putative export/selectivity role,NR,NR,S001; S003,Selective export of cis hypothemycin was proposed to pull the Hpm2 equilibrium but not experimentally demonstrated.,109
M4-FUNG-0025:G007,M4-FUNG-0025,G007,hpm7,ACD39757.1,22079.0,24035.0,+,flavin-dependent monooxygenase,"1′,2′ epoxidation of RAL substrates",purified-enzyme assay + heterologous expression,desepoxyhypothemycin/DHZ-derived substrates converted to epoxide products,S001; S003,Broad substrate tolerance.,110
M4-FUNG-0025:G008,M4-FUNG-0025,G008,hpm8,ACD39758.1,25697.0,33204.0,+,reducing iterative type I PKS,builds reduced C2′–C11′ starter through five iterations and transfers it to Hpm3,heterologous coexpression with hpm3,Hpm3+Hpm8 produce ~20 mg/L DHZ in most tested yeast clones,S001; S003,,111
M4-FUNG-0025:G009,M4-FUNG-0025,G009,hpm9,ACD39759.1,34182.0,36147.0,+,alcohol oxidase,proposed oxidation of late side-chain alcohol to enone-forming ketone,homology/pathway inference,NR,S001; S003,Direct catalytic proof was absent in the defining study.,112
M4-FUNG-0026:G001,M4-FUNG-0026,G001,Hpm1,ACD39760.1,2017.0,3848.0,-,cytochrome P450 monooxygenase,hydroxylates DHZ-derived RAL intermediate in heterologous yeast; exact hydroxyl position only partly assigned,heterologous coexpression with Hpm3/Hpm8,DHZ-derived +16 Da hydroxylated product,S001; S003,Likely one of the late side-chain hydroxylations; exact full native role not completely resolved.,104
M4-FUNG-0026:G002,M4-FUNG-0026,G002,hpm2,ACD39761.1,4872.0,5661.0,+,glutathione S-transferase,"catalyzes 7′,8′ olefin cis/trans isomerization through glutathione-dependent chemistry",purified-enzyme assay,"equilibrates trans/cis RAL olefin, strongly favoring trans at equilibrium",S001; S003,Cannot alone explain why cis hypothemycin is the dominant native product.,105
M4-FUNG-0026:G003,M4-FUNG-0026,G003,hpm3,ACD39762.1,6151.0,12661.0,-,nonreducing iterative type I PKS,"accepts reduced starter from Hpm8, performs three extensions/aromatization and macrolactone release to DHZ",heterologous coexpression with hpm8,Hpm3+Hpm8 produce DHZ; either PKS alone produces none,S001; S003,,106
M4-FUNG-0026:G004,M4-FUNG-0026,G004,hpm4,ACD39763.1,13801.0,15405.0,+,hypothetical protein,unknown,NR,NR,S001; S003,No convincing functional assignment in defining work.,107
M4-FUNG-0026:G005,M4-FUNG-0026,G005,hpm5,ACD39764.1,17106.0,18657.0,+,O-methyltransferase,4-O-methylation of hypothemycin/RAL intermediates,native disruption in DSM11932 + purified enzyme + heterologous expression,disruption shifts product toward 4-O-desmethylhypothemycin; purified enzyme methylates multiple unmethylated RALs,S001; S003,Direct native genetics belongs to this BGC0000077 source strain.,108
M4-FUNG-0026:G006,M4-FUNG-0026,G006,hpm6,ACD39765.1,19816.0,21579.0,+,major facilitator superfamily transporter,putative export/selectivity role,NR,NR,S001; S003,Selective export of cis hypothemycin was proposed but not experimentally demonstrated.,109
M4-FUNG-0026:G007,M4-FUNG-0026,G007,hpm7,ACD39766.1,23947.0,25903.0,+,flavin-dependent monooxygenase,"1′,2′ epoxidation of RAL substrates",purified-enzyme assay + heterologous expression,desepoxyhypothemycin/DHZ-derived substrates converted to epoxide products,S001; S003,Broad substrate tolerance.,110
M4-FUNG-0026:G008,M4-FUNG-0026,G008,hpm8,ACD39767.1,27565.0,35072.0,+,reducing iterative type I PKS,builds reduced C2′–C11′ starter through five iterations and transfers it to Hpm3,heterologous coexpression with hpm3,Hpm3+Hpm8 produce ~20 mg/L DHZ in most tested yeast clones,S001; S003,,111
M4-FUNG-0026:G009,M4-FUNG-0026,G009,hpm9,ACD39768.1,36050.0,38015.0,+,alcohol oxidase,proposed oxidation of late side-chain alcohol to enone-forming ketone,homology/pathway inference,NR,S001; S003,Direct catalytic proof was absent in the defining study.,112
M4-FUNG-0026:G010,M4-FUNG-0026,G010,orf10,ACD39769.1,38330.0,39256.0,-,oxidoreductase,no demonstrated hypothemycin-pathway role,NR,NR,S001; S002,Downstream CDS present in EU520418/BGC0000077 but outside the canonical hpm1–hpm9 functional programme.,113
M4-FUNG-0027:G001,M4-FUNG-0027,G001,AAD34550.1 / cluster esterase,AAD34550.1,1813.0,6865.0,-,esterase/hydrolase,exact lovastatin-pathway role unresolved,NR,NR,S001; S002,Do not conflate with LovG; reviewed protein mapping indicates LovG is distinct.,104
M4-FUNG-0027:G002,M4-FUNG-0027,G002,AAD34551.1,AAD34551.1,7616.0,8602.0,+,unknown / later transporter prediction in comparative annotation,direct pathway necessity unresolved,NR,NR,S001; S014,,105
M4-FUNG-0027:G003,M4-FUNG-0027,G003,lovA,AAD34552.1,9980.0,11712.0,-,cytochrome P450 monooxygenase,performs sequential oxidation of dihydromonacolin L acid to monacolin L acid and then monacolin J acid,heterologous expression + in vivo feeding + in vitro assay,both oxidative steps reproduced by LovA,S001; S006,,106
M4-FUNG-0027:G004,M4-FUNG-0027,G004,AAD34553.1,AAD34553.1,13090.0,13860.0,-,unknown,direct pathway necessity unresolved,NR,NR,S001,,107
M4-FUNG-0027:G005,M4-FUNG-0027,G005,lovC,AAD34554.1,14258.0,15510.0,+,trans-acting enoyl reductase,provides iteration-selective enoyl reduction to LovB and gates correct nonaketide programming,LovB/LovC reconstitution and partner-swap assays,absence/incompatibility causes shunt pyrones and incorrect products,S001; S003; S005,LovB's internal ER-like domain lacks normal catalytic activity.,108
M4-FUNG-0027:G006,M4-FUNG-0027,G006,lovD,AAD34555.1,15910.0,17303.0,-,acyltransferase/transesterase,transfers LovF-bound 2-methylbutyryl group to monacolin J to form lovastatin,biochemical/structural assays,lovastatin-forming acyl transfer demonstrated,S001; S008,,109
M4-FUNG-0027:G007,M4-FUNG-0027,G007,lvrA-like HMG-CoA reductase,AAD34556.1,17659.0,21162.0,-,HMG-CoA reductase homolog,cluster-associated resistance/self-protection candidate rather than core scaffold enzyme,comparative/functional resistance literature,supports tolerance to statin pathway/product,S001; S014,Sequence annotation has historical gene-model caveats.,110
M4-FUNG-0027:G008,M4-FUNG-0027,G008,lovE,AAD34557.1,22460.0,23971.0,+,Zn2Cys6-like pathway regulatory protein,positive regulation of lovastatin biosynthetic genes supported by overexpression/expression studies,regulatory perturbation/expression analysis,increased lovastatin output with elevated regulatory activity in tested strains,S001; S013,Direct quantitative source-strain genetics less complete than core-enzyme evidence.,111
M4-FUNG-0027:G009,M4-FUNG-0027,G009,AAD34558.1 / transporter-like support gene,AAD34558.1,25500.0,27660.0,+,predicted membrane transporter,potential transport/resistance role,comparative/patent-supported annotation,direct native requirement unresolved,S001; S014,Keep transporter function separate from demonstrated export.,112
M4-FUNG-0027:G010,M4-FUNG-0027,G010,lovF,AAD34559.1,28530.0,36564.0,+,highly reducing iterative type I PKS / diketide synthase,synthesizes the 2-methylbutyryl side-chain precursor retained on its ACP for LovD transfer,blocked-mutant/genetic/biochemical studies,lovF loss causes monacolin J accumulation and loss of normal lovastatin acylation,S001; S003; S008,Second polyketide synthase of the pathway.,113
M4-FUNG-0027:G011,M4-FUNG-0027,G011,AAD34560.1,AAD34560.1,36809.0,37696.0,-,unknown,direct pathway necessity unresolved,NR,NR,S001,,114
M4-FUNG-0027:G012,M4-FUNG-0027,G012,LovH-like regulatory protein,AAD34561.1,38231.0,40708.0,-,cluster-local regulatory protein,putative secondary regulator; direct role less resolved than LovE,annotation/comparative evidence,NR,S001; S014,,115
M4-FUNG-0027:G013,M4-FUNG-0027,G013,AAD34562.1,AAD34562.1,42441.0,43742.0,-,predicted mitochondrial carrier/support protein,direct lovastatin necessity unresolved,NR,NR,S001; S014,,116
M4-FUNG-0027:G014,M4-FUNG-0027,G014,AAD34563.1,AAD34563.1,44432.0,45960.0,+,predicted dehydratase/support enzyme,direct lovastatin necessity unresolved,NR,NR,S001; S014,,117
M4-FUNG-0027:G015,M4-FUNG-0027,G015,AAD34564.1,AAD34564.1,46918.0,48621.0,-,predicted MFS transporter,possible transport/resistance role,annotation/comparative evidence,direct native requirement unresolved,S001; S014,,118
M4-FUNG-0027:G016,M4-FUNG-0027,G016,AAD34565.1,AAD34565.1,50937.0,52625.0,-,cytochrome P450 monooxygenase,cluster-associated P450; canonical LovA-dependent core chemistry does not establish an obligatory role for this second P450,NR,NR,S001,,119
M4-FUNG-0027:G017,M4-FUNG-0027,G017,AAD34566.1,AAD34566.1,53926.0,55428.0,+,partial/unknown; later glycosyl-hydrolase-like prediction,direct pathway necessity unresolved,NR,NR,S001; S014,Partial at AH007774 boundary.,120
M4-FUNG-0027:G018,M4-FUNG-0027,G018,lovB,Q9Y8A5 / AF151722,,,NR,lovastatin nonaketide synthase; highly reducing iterative PKS,assembles dihydromonacolin L nonaketide/decalin scaffold with trans-acting LovC,targeted/heterologous/in-vitro reconstitution,essential scaffold biosynthesis; incorrect/shunt products when partner/cofactors absent,S003; S005; S011,Essential gene omitted from BGC0000088 sequence boundary.,121
M4-FUNG-0027:G019,M4-FUNG-0027,G019,lovG,Q9Y7C9,,,NR,thioesterase,releases dihydromonacolin L from LovB and promotes iterative PKS turnover,gene deletion/biochemical reconstitution,loss impairs product release; LovG restores efficient DML release,S007,Cryptic thioesterase recognized after original cluster annotation; exact legacy AAD coordinate not forced here.,122
M4-FUNG-0029:G001,M4-FUNG-0029,G001,mokB / mkB,ABA02240.1,1535.0,9615.0,-,highly reducing iterative type I PKS / side-chain diketide synthase,synthesizes the diketide side-chain moiety required to acylate monacolin J,targeted disruption in M. pilosus NBRC4480,monacolin K abolished; monacolin J accumulates,S001; S004,Direct function from a different M. pilosus strain than BCRC38072.,104
M4-FUNG-0029:G002,M4-FUNG-0029,G002,mokI / mkI,ABA02247.1,12163.0,14310.0,-,efflux-pump/transporter protein,overexpression increases monacolin K output and induces transport/metabolic remodeling; direct monacolin-K transport remains not fully demonstrated,overexpression in M. pilosus,MK increased by 41.39% in 2024 study,S001; S008,"Treat as recovery-associated, not proven obligatory exporter.",105
M4-FUNG-0029:G003,M4-FUNG-0029,G003,mokH / mkH,ABA02246.1,16040.0,17503.0,-,Zn2Cys6 binuclear-cluster transcription factor,positive pathway regulator,gpd-promoter overexpression,cluster transcription increases; T-mokH1 produces 1.7-fold more monacolin K than WT,S001; S005,Direct positive-regulator evidence.,106
M4-FUNG-0029:G004,M4-FUNG-0029,G004,mokG / mkG,ABA02245.1,18464.0,21819.0,+,HMG-CoA reductase homolog,likely producer resistance/self-protection and mevalonate-pathway support,cluster homology/expression,direct source-strain necessity NR,S001; S003,Do not classify as core scaffold enzyme.,107
M4-FUNG-0029:G005,M4-FUNG-0029,G005,mokF / mkF,ABA02244.1,22575.0,23999.0,+,transesterase/acyltransferase,"predicted transfer of MokB-derived diketide side chain to monacolin J, homologous to LovD",pathway homology/engineering evidence,direct BCRC38072 knockout NR,S001; S003; S011,,108
M4-FUNG-0029:G006,M4-FUNG-0029,G006,mokE / mkE,ABA02243.1,24255.0,25482.0,-,trans-acting enoyl reductase; older annotation 'dehydrogenase',essential partner for MokA iterative PKS execution,"deletion, complementation and overexpression in M. pilosus MS-1",ΔmokE produces no MK; complementation restores MK; overexpression raises MK 32.1%,S001; S009,Modern direct function refines the legacy annotation.,109
M4-FUNG-0029:G007,M4-FUNG-0029,G007,mokD / mkD,ABA02242.1,25934.0,26725.0,+,oxidoreductase,exact native pathway step unresolved; implicated by cluster homology/expression and engineering,overexpression/cluster-expression studies in comparative Monascus strains,"productivity can increase when expression is enhanced, but exact chemistry remains unresolved",S001; S006; S012,Do not assign a specific reaction without direct biochemical localization.,110
M4-FUNG-0029:G008,M4-FUNG-0029,G008,mokA / mkA,ABA02239.1,31419.0,41121.0,-,nonaketide-synthase-like highly reducing iterative type I PKS,builds the core statin polyketide scaffold; requires MokE for correct execution,targeted disruption in M. pilosus BCRC38072; modern MokE partner genetics,mokA disruptant produces no monacolin K,S001; S003; S009,Direct source-strain causal core gene.,111
M4-FUNG-0029:G009,M4-FUNG-0029,G009,mokC / mkC,ABA02241.1,41447.0,43163.0,+,cytochrome P450 monooxygenase,"predicted sequential oxidative tailoring of statin core, homologous to LovA",cluster homology/engineering evidence,direct source-strain biochemical step NR,S001; S003; S012,"Strong pathway-homology assignment, weaker direct BCRC38072 chemistry.",112
M4-FUNG-0030:G001,M4-FUNG-0030,G001,pks3,ADH01663.1,1.0,8104.0,+,"nonreducing iterative type I PKS with KS, AT, 2×ACP, MT and thioester-reductase domains","essential for red pigment, ankaflavin and citrinin branches; generates compound-1/polyketide branch",systematic RNA-silencing knockdown,"<1% transcript; loss of red/yellow products, monascorubrin, ankaflavin and citrinin; 3-oxo-decanoic acid accumulates",S001; S003,Only PKS among 25 screened whose knockdown eliminates red pigment.,104
M4-FUNG-0030:G002,M4-FUNG-0030,G002,rp1,NR,,,NR,putative transcriptional activator,strongly inferred positive regulator of pks3/pathway,RNA-silencing knockdown,15% residual transcript; metabolomic/pigment phenotype closely matches pks3 knockdown,S003,Regulatory function inferred from TF homology plus near-identical phenotype; direct binding not shown.,105
M4-FUNG-0030:G003,M4-FUNG-0030,G003,rp2,NR,,,NR,fatty-acid synthase beta subunit,required for 3-oxo-decanoic-acid branch supporting monascorubrin/ankaflavin,RNA-silencing knockdown,"23% residual transcript; red pigment/monascorubrin/ankaflavin lost, citrinin retained, compound 1 accumulates",S003,Exact enzymatic step inferred from homology and shared branch phenotype.,106
M4-FUNG-0030:G004,M4-FUNG-0030,G004,rp3,NR,,,NR,3-oxoacyl-ACP synthase / fatty-acid-synthase alpha-component-like protein,required for 3-oxo-decanoic-acid branch,RNA-silencing knockdown,33% residual transcript; same branch phenotype as rp2; compound 1 accumulates,S003,Exact enzymatic step inferred.,107
M4-FUNG-0030:G005,M4-FUNG-0030,G005,rp4,NR,,,NR,oxidoreductase,required with RP2/RP3 for fatty-acid branch leading to monascorubrin/ankaflavin,RNA-silencing knockdown,29% residual transcript; same branch phenotype as rp2/rp3; compound 1 accumulates,S003,Direct substrate/reaction unresolved.,108
M4-FUNG-0031:G001,M4-FUNG-0031,G001,mdpL / AN10023,CBF90088.1,4379755.0,4381095.0,-,Baeyer–Villiger/ring-cleaving oxygenase-like enzyme,required for monodictyphenone formation; implicated in emodin-to-benzophenone remodeling,targeted deletion in cclAΔ background,emodin derivatives remain but monodictyphenone lost,S001; S003; S006,Exact reaction sequence has been revised in later emodin-family literature.,104
M4-FUNG-0031:G002,M4-FUNG-0031,G002,mdpK / AN10044,CBF90090.1,4381456.0,4382253.0,-,oxidoreductase,required for monodictyphenone branch; likely anthraquinone reductive remodeling,targeted deletion,emodin derivatives remain but monodictyphenone lost,S001; S003; S006,,105
M4-FUNG-0031:G003,M4-FUNG-0031,G003,mdpJ / AN10038,CBF90092.1,4382618.0,4383416.0,+,glutathione-S-transferase-like protein,required for monodictyphenone/arugosin branch under tested conditions,targeted deletion,emodin derivatives remain but monodictyphenone lost,S001; S003,Individual chemistry less resolved.,106
M4-FUNG-0031:G004,M4-FUNG-0031,G004,mdpI / AN10035,CBF90094.1,4383562.0,4385418.0,-,conserved hypothetical protein,not required for the defining monodictyphenone/emodin phenotype,targeted deletion / expression analysis,no decisive pathway-loss phenotype,S001; S003,Physical cluster member with negative functional evidence.,107
M4-FUNG-0031:G005,M4-FUNG-0031,G005,mdpH region / AN10022,CBF90095.1,4385793.0,4387378.0,-,historically one ORF; later resolved into MdpH1 decarboxylase + MdpH2 anthrone oxidase activities,directs atrochrysone-carboxylate intermediates efficiently toward emodin rather than endocrocin,targeted deletion + later reannotation/comparative enzyme evidence,endocrocin accumulates and monodictyphenone decreases when region is disrupted,S001; S003; S006,Do not treat historical mdpH as one simple enzyme.,108
M4-FUNG-0031:G006,M4-FUNG-0031,G006,mdpG / AN0150,CBF90097.1,4387684.0,4393245.0,-,nonreducing iterative type I PKS,"forms octaketide atrochrysone thioester, initiating emodin-family biosynthesis",targeted deletion + biochemical pathway assignment,loss abolishes mdp-derived metabolites,S001; S003; S006,UniProt Q5BH30.,109
M4-FUNG-0031:G007,M4-FUNG-0031,G007,mdpF / AN0149,CBF90099.1,4393714.0,4394731.0,+,metallo-beta-lactamase-like ACP thioesterase,releases atrochrysone carboxylic acid from MdpG-bound thioester,targeted deletion + conserved biochemical assignment,required for efficient pathway initiation,S001; S003; S006,UniProt Q5BH31.,110
